OrderNr;ArticleAmount_[#];CostOfOrder_[€];SalesOfOrder_[€];CostOfTransport_[€];TotalMass_[kG];Distance_[kM];OriginWarehouse;Date;Time
4746;9;14,86;16,95;0,88;3,3;63; Utrecht;31-12-2021;12:30
4747;7;20,4;22,95;1,34;1,8;80; Eindhoven;1-3-2021;17:30
4748;13;10,3;11,95;1,28;2,9;79; Groningen;31-12-2021;17:30
4749;8;9,75;11,95;1,04;2,7;80; Eindhoven;30-4-2021;8:30
4750;9;13,05;14,95;0,64;3,7;45; Nijmegen;30-11-2021;12:30
4751;9;16,04;18,95;1,13;2,8;72; Eindhoven;31-7-2021;12:30
4752;10;20,83;22,95;0,75;2,7;52; Rotterdam;30-11-2021;17:30
4753;10;8,47;9,95;0,86;3;56; Tilburg;31-12-2021;8:30
4754;6;10,54;11,95;1,35;1,8;81; Groningen;1-11-2021;17:30
4755;8;23,63;26,95;1,24;3,6;89; Den Haag ('s-Gravenhage);1-11-2021;17:30
4756;8;16,74;18,95;1,07;1,8;79; Den Haag ('s-Gravenhage);1-11-2021;8:30
4757;10;16,88;19,95;1,18;3;77; Eindhoven;1-11-2021;12:30
4758;4;19,55;22,95;1,08;3,2;65; Utrecht;30-11-2021;8:30
4759;7;12,51;13,95;1,21;2,9;79; Den Haag ('s-Gravenhage);31-7-2021;8:30
4760;12;18,15;20,95;0,95;3;59; Nijmegen;30-4-2021;12:30
4761;3;21,69;24,95;0,9;2,4;55; Rotterdam;30-4-2021;17:30
4762;6;20,56;22,95;1,12;2,8;77; Den Haag ('s-Gravenhage);31-12-2021;12:30
4763;11;7,76;8,95;1,14;2,8;75; Eindhoven;1-11-2021;12:30
4764;3;16,35;18,95;0,89;2,7;60; Tilburg;1-11-2021;17:30
4765;4;19,78;22,95;0,89;3;64; Amsterdam;31-3-2021;8:30
4766;4;9,71;10,95;1,16;3;88; Den Haag ('s-Gravenhage);1-11-2021;8:30
4767;8;9,3;10,95;1,18;2,4;85; Utrecht;1-11-2021;8:30
4768;9;24,12;27,95;1,16;2,9;83; Groningen;31-12-2021;17:30
4769;11;18,13;20,95;0,94;2,5;72; Groningen;30-4-2021;17:30
4770;10;15,76;17,95;1,31;2,3;97; Den Haag ('s-Gravenhage);1-11-2021;12:30
4771;12;19,5;22,95;1,02;3,2;68; Breda;30-4-2021;8:30
4772;7;26,23;29,95;0,92;2,3;71; Eindhoven;1-11-2021;12:30
4773;4;19,35;21,95;1,57;3,6;95; Den Haag ('s-Gravenhage);30-11-2021;12:30
4774;4;12,34;13,95;0,78;1,7;58; Den Haag ('s-Gravenhage);1-3-2021;17:30
4775;8;14,46;15,95;0,91;2,4;62; Den Haag ('s-Gravenhage);30-9-2021;17:30
4776;13;11,7;13,95;0,92;2,5;58; Den Haag ('s-Gravenhage);30-11-2021;12:30
4777;5;11,62;12,95;0,91;1,9;62; Breda;31-8-2021;12:30
4778;9;15,47;17,95;0,9;2,4;55; Rotterdam;31-3-2021;12:30
4779;9;19,32;21,95;0,86;3,4;62; Eindhoven;31-12-2021;12:30
4780;9;16,97;18,95;0,91;2,1;62; Rotterdam;30-4-2021;8:30
4781;8;15,56;17,95;1,08;3;84; Utrecht;30-11-2021;8:30
4782;8;10,66;11,95;1,14;4,2;83; Den Haag ('s-Gravenhage);30-9-2021;17:30
4783;8;16,14;18,95;1,31;2,8;87; Den Haag ('s-Gravenhage);30-11-2021;17:30
4784;10;12,84;14,95;0,54;2,9;36; Rotterdam;31-8-2021;17:30
4785;5;12,64;14,95;1,32;2,9;82; Amsterdam;1-11-2021;8:30
4786;7;15,76;17,95;0,91;2,4;57; Utrecht;31-12-2021;17:30
4787;5;15,64;17,95;1,36;3;92; Tilburg;30-6-2021;8:30
4788;10;8,17;8,95;1,13;2,5;77; Den Haag ('s-Gravenhage);30-11-2021;12:30
4789;5;12,75;14,95;0,95;3,4;69; Den Haag ('s-Gravenhage);31-7-2021;8:30
4790;7;13,67;15,95;1,27;2,6;93; Rotterdam;31-12-2021;12:30
4791;4;14,9;16,95;1,18;2,4;84; Eindhoven;31-12-2021;8:30
4792;5;23,09;25,95;1,31;2,3;80; Den Haag ('s-Gravenhage);1-11-2021;12:30
4793;7;13,28;15,95;0,81;2,9;50; Utrecht;1-11-2021;12:30
4794;9;13,52;15,95;0,93;2,1;63; Breda;31-3-2021;17:30
4795;10;16,25;18,95;1;2,1;74; Utrecht;30-9-2021;12:30
4796;10;13,25;14,95;0,56;4,3;42; Utrecht;31-5-2021;8:30
4797;10;13,54;14,95;0,93;2,7;72; Amsterdam;1-11-2021;12:30
4798;5;9,37;10,95;0,84;3,1;61; Den Haag ('s-Gravenhage);31-8-2021;17:30
4799;7;23;25,95;0,82;1,9;56; Rotterdam;31-12-2021;8:30
4800;4;9,47;10,95;0,92;3,3;67; Den Haag ('s-Gravenhage);31-12-2021;8:30
4801;14;19,15;21,95;0,73;3,5;49; Eindhoven;1-3-2021;17:30
4802;4;19,59;22,95;0,77;3,6;60; Utrecht;31-12-2021;8:30
4803;10;15,46;17,95;0,64;2,4;48; Tilburg;30-9-2021;17:30
4804;6;12,21;13,95;1,51;3,1;94; Den Haag ('s-Gravenhage);30-11-2021;8:30
4805;7;12,78;14,95;0,95;3,4;73; Den Haag ('s-Gravenhage);31-12-2021;8:30
4806;8;9,71;10,95;1,03;2,8;66; Utrecht;30-11-2021;8:30
4807;5;9,18;10,95;1,08;2,7;74; Den Haag ('s-Gravenhage);30-11-2021;8:30
4808;4;19,88;22,95;0,74;2,9;58; Tilburg;30-11-2021;8:30
4809;10;21,22;23,95;0,79;2,8;59; Den Haag ('s-Gravenhage);1-11-2021;12:30
4810;8;6,24;6,95;1,12;2,4;85; Rotterdam;1-11-2021;17:30
4811;9;11,61;13,95;1,04;2,8;72; Amsterdam;30-11-2021;8:30
4812;7;20,53;23,95;0,86;3;67; Nijmegen;31-12-2021;12:30
4813;7;13,14;15,95;1,22;2;78; Utrecht;31-8-2021;12:30
4814;10;10,2;11,95;0,98;2;65; Rotterdam;30-4-2021;17:30
4815;10;10,37;11,95;1,05;1,9;63; Eindhoven;30-11-2021;12:30
4816;10;20,82;23,95;1,08;2,7;81; Den Haag ('s-Gravenhage);31-5-2021;17:30
4817;4;8,07;9,95;1,39;2,6;94; Rotterdam;31-12-2021;17:30
4818;9;13,9;15,95;0,84;2,4;63; Eindhoven;30-11-2021;12:30
4819;10;16,23;17,95;1,08;2,3;67; Rotterdam;30-11-2021;17:30
4820;5;19,57;22,95;1,25;1,8;82; Den Haag ('s-Gravenhage);30-11-2021;8:30
4821;6;14,92;16,95;1;2,3;70; Eindhoven;30-11-2021;8:30
4822;8;21,47;24,95;1,31;2,3;93; Rotterdam;30-4-2021;12:30
4823;12;17,17;19,95;1,03;2,8;62; Rotterdam;1-11-2021;12:30
4824;9;13,44;15,95;1,02;3,1;73; Den Haag ('s-Gravenhage);31-5-2021;12:30
4825;9;14,9;16,95;0,78;3,3;53; Eindhoven;31-8-2021;12:30
4826;11;15,98;17,95;1,27;2,6;82; Utrecht;31-12-2021;8:30
4827;5;13,21;14,95;0,94;3,2;67; Groningen;31-12-2021;17:30
4828;4;19,36;21,95;1,13;3,3;76; Rotterdam;31-3-2021;12:30
4829;4;22,11;23,95;1,03;3;73; Rotterdam;30-9-2021;12:30
4830;7;19,98;22,95;1,41;2,5;96; Rotterdam;30-11-2021;12:30
4831;5;15;16,95;1,2;3,5;73; Rotterdam;1-11-2021;12:30
4832;8;12,19;13,95;0,97;2,8;69; Den Haag ('s-Gravenhage);30-11-2021;12:30
4833;7;15,11;17,95;0,99;2,6;65; Rotterdam;30-11-2021;17:30
4834;5;21,9;25,95;1,06;2,7;71; Utrecht;31-12-2021;8:30
4835;11;12,24;13,95;0,75;2,4;53; Rotterdam;31-8-2021;17:30
4836;8;14,21;16,95;0,84;2,9;54; Den Haag ('s-Gravenhage);30-9-2021;8:30
4837;5;13,6;15,95;0,98;3,1;59; Den Haag ('s-Gravenhage);1-11-2021;8:30
4838;13;18,58;20,95;0,99;2,7;76; Den Haag ('s-Gravenhage);30-4-2021;12:30
4839;12;15,47;17,95;1,04;3,2;74; Den Haag ('s-Gravenhage);30-9-2021;8:30
4840;8;18,12;19,95;0,96;2,9;66; Rotterdam;31-12-2021;8:30
4841;10;8,32;9,95;1,08;2,3;70; Utrecht;31-12-2021;8:30
4842;4;11,05;12,95;1,11;4,1;77; Rotterdam;30-11-2021;12:30
4843;8;12,9;14,95;1,18;3,1;72; Utrecht;1-11-2021;8:30
4844;12;15,16;16,95;1,36;3,5;85; Rotterdam;1-11-2021;12:30
4845;11;16,24;18,95;0,93;2,1;72; Den Haag ('s-Gravenhage);31-12-2021;17:30
4846;5;16,03;17,95;1,14;2,7;76; Den Haag ('s-Gravenhage);31-12-2021;12:30
4847;8;9,47;10,95;0,79;2,5;57; Rotterdam;30-11-2021;17:30
4848;6;11,65;13,95;1,07;3,2;74; Den Haag ('s-Gravenhage);31-12-2021;17:30
4849;9;17,9;20,95;0,95;2,9;65; Rotterdam;1-11-2021;17:30
4850;6;8,65;9,95;1,32;3,3;86; Den Haag ('s-Gravenhage);31-3-2021;8:30
4851;6;17,02;18,95;0,96;2,9;63; Den Haag ('s-Gravenhage);30-4-2021;8:30
4852;9;8,58;9,95;0,96;3,9;58; Utrecht;31-12-2021;12:30
4853;11;14,26;15,95;0,7;2,9;50; Rotterdam;30-9-2021;17:30
4854;7;20,17;22,95;0,87;3,6;64; Den Haag ('s-Gravenhage);30-11-2021;12:30
4855;11;19,47;22,95;1,01;3;70; Tilburg;31-12-2021;8:30
4856;9;11,73;13,95;1,06;3,5;65; Eindhoven;31-12-2021;12:30
4857;7;15,08;16,95;0,88;3,7;67; Eindhoven;30-4-2021;12:30
4858;9;14,76;16,95;1,04;2,7;66; Tilburg;30-11-2021;12:30
4859;7;15,62;17,95;0,88;3;59; Utrecht;30-9-2021;17:30
4860;7;23,22;26,95;0,79;2,7;55; Den Haag ('s-Gravenhage);31-12-2021;12:30
4861;13;15,93;17,95;1,13;2,2;73; Eindhoven;30-9-2021;8:30
4862;11;16,07;17,95;1,08;3,7;70; Den Haag ('s-Gravenhage);31-3-2021;17:30
4863;8;23,81;25,95;1,19;3,1;72; Groningen;31-12-2021;12:30
4864;11;17,16;18,95;1,22;2,4;82; Eindhoven;30-11-2021;12:30
4865;11;21,3;23,95;1,22;3,1;89; Rotterdam;31-5-2021;8:30
4866;9;14,15;15,95;0,74;2,5;47; Rotterdam;31-12-2021;17:30
4867;13;10,99;12,95;0,74;3,2;57; Amsterdam;1-11-2021;8:30
4868;11;19,41;21,95;1,2;3,2;72; Den Haag ('s-Gravenhage);30-11-2021;8:30
4869;7;13,88;15,95;1,05;2,1;74; Utrecht;1-11-2021;8:30
4870;7;18,1;20,95;1,24;3,5;86; Nijmegen;30-6-2021;12:30
4871;11;15,96;18,95;0,85;3,3;58; Den Haag ('s-Gravenhage);1-11-2021;12:30
4872;8;14,9;16,95;1,4;2,9;89; Amsterdam;1-11-2021;12:30
4873;8;15,06;17,95;0,92;3,2;65; Den Haag ('s-Gravenhage);30-11-2021;12:30
4874;9;12,93;14,95;1,23;2,6;83; Groningen;1-11-2021;17:30
4875;8;24,55;27,95;0,91;3,5;63; Groningen;30-9-2021;12:30
4876;5;10;11,95;1,37;3;88; Rotterdam;30-11-2021;17:30
4877;7;8,65;9,95;1,17;3,5;73; Rotterdam;30-11-2021;17:30
4878;9;13,72;15,95;0,9;1,9;71; Nijmegen;30-4-2021;12:30
4879;11;16,81;18,95;0,93;2,7;68; Utrecht;30-11-2021;8:30
4880;9;13,71;15,95;0,86;3,2;56; Den Haag ('s-Gravenhage);31-3-2021;17:30
4881;11;19,16;22,95;0,91;2,5;68; Den Haag ('s-Gravenhage);1-11-2021;8:30
4882;4;21,9;24,95;1,1;2,9;66; Nijmegen;30-4-2021;12:30
4883;12;14,3;15,95;0,82;3,2;51; Den Haag ('s-Gravenhage);31-12-2021;8:30
4884;9;11,68;13,95;0,95;2,4;59; Tilburg;31-3-2021;17:30
4885;12;16,48;17,95;0,99;2,8;74; Utrecht;30-11-2021;8:30
4886;10;12,26;14,95;0,74;3,1;58; Tilburg;30-4-2021;17:30
4887;11;17,96;20,95;1,16;2,4;84; Rotterdam;30-11-2021;17:30
4888;8;9,74;10,95;1,14;2,2;70; Rotterdam;31-12-2021;17:30
4889;7;9,87;11,95;1,13;2,5;74; Den Haag ('s-Gravenhage);30-11-2021;8:30
4890;4;8,85;9,95;1,38;2,8;91; Rotterdam;30-9-2021;12:30
4891;4;17,96;19,95;1,19;2,3;84; Amsterdam;30-11-2021;8:30
4892;10;12,74;13,95;0,97;3,1;64; Nijmegen;30-6-2021;12:30
4893;9;12,42;13,95;1,06;2,8;67; Utrecht;30-11-2021;8:30
4894;11;17,12;19,95;0,92;3;63; Den Haag ('s-Gravenhage);1-11-2021;17:30
4895;10;12,7;13,95;0,95;3,1;57; Rotterdam;31-7-2021;12:30
4896;11;19,15;21,95;0,81;2,2;49; Amsterdam;1-11-2021;17:30
4897;11;25;27,95;0,99;2,7;62; Rotterdam;31-12-2021;17:30
4898;4;9,6;10,95;0,77;3,2;52; Den Haag ('s-Gravenhage);31-3-2021;8:30
4899;4;18,68;21,95;0,75;3,8;55; Den Haag ('s-Gravenhage);30-9-2021;17:30
4900;6;9,47;10,95;0,66;2,7;46; Utrecht;30-11-2021;12:30
4901;8;20,61;23,95;1,02;2,1;80; Nijmegen;30-11-2021;12:30
4902;11;19,98;21,95;0,95;2,4;61; Den Haag ('s-Gravenhage);30-6-2021;17:30
4903;9;19,78;21,95;0,76;3,4;48; Rotterdam;30-4-2021;12:30
4904;10;13,03;14,95;0,97;2,6;69; Tilburg;31-8-2021;12:30
4905;6;16,88;18,95;1,05;2,6;65; Utrecht;31-12-2021;8:30
4906;7;18,51;20,95;1,29;1,9;78; Rotterdam;30-11-2021;17:30
4907;9;17,93;20,95;0,9;2,5;55; Den Haag ('s-Gravenhage);31-8-2021;12:30
4908;8;10,41;11,95;0,91;2,8;65; Den Haag ('s-Gravenhage);30-4-2021;12:30
4909;7;16,26;18,95;0,88;3,1;69; Eindhoven;31-12-2021;12:30
4910;12;16,31;18,95;0,85;2,8;63; Den Haag ('s-Gravenhage);31-5-2021;12:30
4911;12;8,66;9,95;0,81;3,7;56; Groningen;31-3-2021;12:30
4912;5;14,57;16,95;1,18;2,5;84; Utrecht;1-11-2021;8:30
4913;3;19,34;21,95;0,84;2,6;64; Tilburg;31-8-2021;17:30
4914;7;13,02;14,95;0,87;2,5;64; Den Haag ('s-Gravenhage);30-11-2021;12:30
4915;8;9,27;10,95;0,93;2,4;62; Rotterdam;31-7-2021;17:30
4916;9;13,94;15,95;1,08;3,2;65; Den Haag ('s-Gravenhage);31-12-2021;8:30
4917;9;19,36;21,95;1,05;3,3;73; Den Haag ('s-Gravenhage);30-4-2021;8:30
4918;7;15,46;17,95;0,61;3,3;48; Eindhoven;31-5-2021;8:30
4919;11;21,21;24,95;0,79;2,1;60; Rotterdam;31-12-2021;17:30
4920;8;12,34;14,95;0,63;2,4;42; Den Haag ('s-Gravenhage);30-4-2021;8:30
4921;4;10;11,95;0,71;2,4;54; Rotterdam;30-11-2021;12:30
4922;7;15,65;17,95;1,28;1,8;84; Breda;1-11-2021;12:30
4923;11;15,46;17,95;1,1;2,4;68; Rotterdam;30-11-2021;12:30
4924;9;21,74;24,95;0,92;2,5;57; Groningen;30-11-2021;17:30
4925;9;16,04;18,95;0,91;3;59; Eindhoven;30-11-2021;12:30
4926;7;9,38;10,95;1,06;3,1;65; Den Haag ('s-Gravenhage);31-12-2021;12:30
4927;8;14,99;16,95;0,89;3,1;64; Amsterdam;30-11-2021;12:30
4928;9;13,44;15,95;0,58;2,7;40; Utrecht;31-12-2021;8:30
4929;9;20,24;22,95;1,2;2,7;80; Eindhoven;31-12-2021;12:30
4930;5;19,98;21,95;0,66;1,9;46; Den Haag ('s-Gravenhage);31-12-2021;8:30
4931;3;13,66;15,95;0,81;3;63; Rotterdam;30-4-2021;8:30
4932;11;19,77;22,95;1,45;3,1;94; Groningen;30-11-2021;17:30
4933;10;22,25;24,95;0,67;3,2;45; Utrecht;31-12-2021;8:30
4934;12;8,85;9,95;1,03;3;78; Den Haag ('s-Gravenhage);30-4-2021;8:30
4935;8;20,56;23,95;1,33;2,8;83; Groningen;1-11-2021;12:30
4936;5;15;16,95;1,07;2,3;77; Utrecht;1-11-2021;8:30
4937;8;10,37;11,95;1,02;2,5;78; Breda;31-12-2021;12:30
4938;8;8,95;9,95;1,17;2,1;81; Den Haag ('s-Gravenhage);31-8-2021;12:30
4939;7;13,59;14,95;0,94;2;67; Rotterdam;31-5-2021;12:30
4940;8;17,2;19,95;0,67;2,4;50; Rotterdam;30-11-2021;17:30
4941;5;10,02;11,95;0,95;3,3;57; Den Haag ('s-Gravenhage);31-12-2021;12:30
4942;10;25;27,95;0,93;3,4;69; Den Haag ('s-Gravenhage);30-9-2021;17:30
4943;4;19,21;21,95;0,82;2,7;57; Den Haag ('s-Gravenhage);30-6-2021;17:30
4944;7;17,7;20,95;1,19;2,3;77; Rotterdam;31-12-2021;8:30
4945;10;12,14;13,95;0,71;2,9;49; Rotterdam;31-12-2021;12:30
4946;10;7,93;8,95;1,21;2,5;86; Den Haag ('s-Gravenhage);30-4-2021;8:30
4947;9;9,52;10,95;1,41;3,1;88; Tilburg;31-12-2021;17:30
4948;5;11,77;13,95;0,73;3,4;55; Den Haag ('s-Gravenhage);30-4-2021;8:30
4949;7;16,41;18,95;1,34;2,4;87; Rotterdam;31-3-2021;17:30
4950;7;17,77;20,95;0,89;3,9;68; Utrecht;31-8-2021;12:30
4951;13;19,59;21,95;1,08;3,3;83; Groningen;31-12-2021;8:30
4952;7;20,38;22,95;1,2;2,2;74; Amsterdam;31-12-2021;12:30
4953;6;10,89;12,95;0,98;2,2;59; Utrecht;31-12-2021;17:30
4954;7;9,54;10,95;0,77;3,7;47; Groningen;30-11-2021;12:30
4955;7;13,44;14,95;1,07;2,3;67; Den Haag ('s-Gravenhage);31-8-2021;8:30
4956;7;10,54;11,95;1,31;3,3;90; Den Haag ('s-Gravenhage);31-12-2021;12:30
4957;5;9,06;9,95;0,86;3,6;61; Breda;30-4-2021;12:30
4958;8;19,85;22,95;0,84;2,2;50; Eindhoven;30-11-2021;17:30
4959;10;20,83;23,95;1,23;2,8;96; Den Haag ('s-Gravenhage);1-11-2021;12:30
4960;4;13,56;15,95;0,94;3,3;58; Eindhoven;30-11-2021;17:30
4961;7;22,59;25,95;1,1;2,7;73; Den Haag ('s-Gravenhage);1-11-2021;12:30
4962;10;9,16;10,95;1,22;2,1;84; Eindhoven;31-8-2021;17:30
4963;8;18,29;21,95;1,02;3,1;63; Amsterdam;31-12-2021;8:30
4964;6;12,53;13,95;1,02;2,9;63; Den Haag ('s-Gravenhage);31-3-2021;12:30
4965;11;14,9;16,95;0,92;3,3;60; Utrecht;1-11-2021;12:30
4966;10;10,46;11,95;0,89;3,3;68; Utrecht;31-8-2021;12:30
4967;9;7,73;8,95;1,1;2,2;71; Groningen;31-12-2021;17:30
4968;8;12,84;13,95;1,23;2,4;79; Groningen;30-9-2021;12:30
4969;5;17;18,95;0,98;2,7;75; Den Haag ('s-Gravenhage);30-4-2021;8:30
4970;9;18,66;21,95;0,61;2,8;45; Utrecht;30-11-2021;12:30
4971;10;11,57;13,95;0,99;3,4;69; Breda;1-11-2021;8:30
4972;8;18,93;21,95;0,77;3,1;51; Breda;31-3-2021;12:30
4973;10;20,17;22,95;0,91;3,3;55; Rotterdam;31-5-2021;8:30
4974;10;10,71;11,95;1,43;2,6;98; Eindhoven;31-12-2021;8:30
4975;9;21,69;23,95;0,93;2,5;67; Den Haag ('s-Gravenhage);31-3-2021;8:30
4976;9;16,24;17,95;1,46;2,6;98; Den Haag ('s-Gravenhage);31-8-2021;17:30
4977;13;21,11;24,95;1,17;2,7;81; Den Haag ('s-Gravenhage);31-12-2021;17:30
4978;6;10,48;11,95;0,85;3,5;51; Rotterdam;30-11-2021;17:30
4979;10;8,74;9,95;1,14;2,5;87; Utrecht;31-5-2021;17:30
4980;10;14,76;16,95;1,15;2,7;70; Rotterdam;31-5-2021;17:30
4981;9;15,81;17,95;0,79;2,6;49; Groningen;31-12-2021;17:30
4982;11;9,35;10,95;1,14;2,7;70; Tilburg;31-12-2021;12:30
4983;7;15,64;17,95;1,19;3,3;80; Den Haag ('s-Gravenhage);30-11-2021;17:30
4984;5;17,52;19,95;0,95;1,7;59; Utrecht;31-5-2021;8:30
4985;6;10,58;11,95;1,34;2,3;83; Den Haag ('s-Gravenhage);30-9-2021;17:30
4986;7;20,82;22,95;1,01;3,1;73; Amsterdam;1-11-2021;17:30
4987;4;26,1;28,95;0,77;3,9;51; Eindhoven;30-9-2021;17:30
4988;4;8,88;10,95;1,01;2,7;68; Eindhoven;1-11-2021;12:30
4989;9;12,76;14,95;0,96;2,6;68; Tilburg;30-4-2021;8:30
4990;5;18,93;21,95;0,76;3;50; Rotterdam;30-4-2021;17:30
4991;8;14,19;15,95;1,22;1,7;77; Utrecht;31-12-2021;8:30
4992;8;10,41;11,95;1,04;3,8;74; Amsterdam;31-12-2021;8:30
4993;4;10,62;11,95;1,26;2,9;83; Utrecht;31-12-2021;8:30
4994;11;18,47;20,95;1,11;2;67; Utrecht;31-3-2021;12:30
4995;9;8,76;9,95;0,91;2,8;62; Den Haag ('s-Gravenhage);30-4-2021;8:30
4996;6;10,15;11,95;1,06;2;67; Tilburg;1-11-2021;17:30
4997;10;11,5;13,95;0,72;3,2;53; Groningen;31-12-2021;8:30
4998;7;16,94;19,95;1,28;3,1;77; Den Haag ('s-Gravenhage);30-11-2021;12:30
4999;11;19,59;22,95;0,94;2,5;57; Eindhoven;31-12-2021;8:30
5000;8;9,27;10,95;1,32;2,3;90; Eindhoven;31-12-2021;12:30
5001;10;9,52;10,95;0,81;2,4;52; Den Haag ('s-Gravenhage);30-9-2021;12:30
5002;9;16,72;18,95;0,56;2,8;42; Groningen;30-11-2021;12:30
5003;10;13,54;14,95;1,09;3,7;66; Rotterdam;31-12-2021;17:30
5004;11;14,12;16,95;0,88;3,1;66; Rotterdam;30-11-2021;17:30
5005;9;7,13;7,95;1,08;3,5;77; Amsterdam;30-4-2021;12:30
5006;10;11,06;11,95;1,46;3,3;98; Eindhoven;30-11-2021;17:30
5007;8;21,5;23,95;1,27;3,1;88; Rotterdam;1-11-2021;17:30
5008;4;15,18;16,95;0,84;2,4;60; Rotterdam;30-6-2021;17:30
5009;7;17,15;19,95;0,76;2,3;58; Den Haag ('s-Gravenhage);30-11-2021;12:30
5010;10;7,78;8,95;0,71;3,1;46; Groningen;30-4-2021;12:30
5011;6;16,13;17,95;1,01;3,2;70; Eindhoven;31-7-2021;17:30
5012;8;19,32;21,95;0,93;2,4;62; Rotterdam;31-8-2021;8:30
5013;6;13,43;14,95;0,86;3;65; Rotterdam;30-9-2021;17:30
5014;9;12,39;13,95;1,07;3,1;66; Utrecht;30-11-2021;8:30
5015;5;13,31;14,95;0,81;2,1;52; Rotterdam;30-11-2021;12:30
5016;7;12,05;13,95;1,25;3,1;89; Den Haag ('s-Gravenhage);30-4-2021;17:30
5017;12;18,1;20,95;0,91;2,9;58; Tilburg;30-11-2021;8:30
5018;5;19,28;21,95;0,88;2,4;69; Utrecht;31-8-2021;8:30
5019;5;8,3;9,95;0,98;2;74; Nijmegen;31-12-2021;12:30
5020;7;16,81;18,95;0,77;2,7;57; Utrecht;30-9-2021;12:30
5021;10;17,12;19,95;0,74;1,6;53; Eindhoven;30-11-2021;12:30
5022;6;13,73;15,95;1,12;2,1;83; Utrecht;30-11-2021;17:30
5023;11;16,69;19,95;0,99;2,7;68; Utrecht;1-11-2021;17:30
5024;12;19,32;21,95;0,96;3,4;63; Den Haag ('s-Gravenhage);1-2-2021;12:30
5025;7;17,71;19,95;0,64;3,1;47; Tilburg;30-11-2021;12:30
5026;10;12,5;14,95;1,04;2,1;80; Breda;1-11-2021;12:30
5027;8;7,73;8,95;0,56;2,6;42; Utrecht;31-3-2021;12:30
5028;3;15,88;17,95;0,72;2,8;50; Utrecht;30-11-2021;12:30
5029;11;13,6;14,95;1,36;2,9;87; Den Haag ('s-Gravenhage);31-12-2021;12:30
5030;7;11,83;13,95;0,84;2,6;57; Den Haag ('s-Gravenhage);31-12-2021;12:30
5031;7;8,24;9,95;1,15;2,7;71; Eindhoven;30-11-2021;17:30
5032;13;10,17;11,95;0,91;3,5;61; Rotterdam;1-11-2021;17:30
5033;11;12,75;13,95;1,09;2,5;66; Amsterdam;31-12-2021;12:30
5034;6;16,13;18,95;0,66;1,8;49; Den Haag ('s-Gravenhage);30-11-2021;17:30
5035;9;11,97;13,95;1,05;2,6;81; Den Haag ('s-Gravenhage);31-12-2021;12:30
5036;8;18,3;20,95;1,12;3,5;67; Rotterdam;30-9-2021;8:30
5037;7;11,84;13,95;0,73;2,6;57; Den Haag ('s-Gravenhage);31-3-2021;12:30
5038;13;12,76;14,95;1,14;3,4;78; Den Haag ('s-Gravenhage);1-11-2021;17:30
5039;6;15,79;17,95;1,31;2,1;84; Utrecht;30-11-2021;8:30
5040;4;10,33;11,95;0,99;4,1;67; Breda;31-5-2021;17:30
5041;14;14,27;15,95;1,35;2,5;91; Utrecht;31-12-2021;8:30
5042;6;12,07;13,95;1,49;2,6;89; Den Haag ('s-Gravenhage);30-4-2021;12:30
5043;9;13,6;14,95;1,25;2,9;81; Tilburg;31-12-2021;8:30
5044;11;9,84;10,95;1;2,7;65; Tilburg;30-9-2021;8:30
5045;7;19,97;22,95;1,39;3,9;97; Rotterdam;31-3-2021;17:30
5046;6;9,64;10,95;1,1;2,7;84; Groningen;31-7-2021;12:30
5047;9;10,48;11,95;1,34;2,1;86; Utrecht;1-11-2021;12:30
5048;8;12,24;13,95;1,07;2,4;76; Rotterdam;31-12-2021;12:30
5049;11;10,69;11,95;1,12;2,7;79; Breda;30-11-2021;8:30
5050;8;11,71;13,95;1,45;3,1;91; Den Haag ('s-Gravenhage);30-11-2021;17:30
5051;13;15,33;16,95;1,08;2,9;73; Utrecht;31-12-2021;8:30
5052;9;9,55;10,95;1,34;2;85; Amsterdam;31-3-2021;12:30
5053;14;18,17;19,95;0,65;3,1;43; Rotterdam;30-4-2021;17:30
5054;4;19,08;21,95;0,85;3,3;56; Rotterdam;30-6-2021;17:30
5055;5;19,5;22,95;0,97;2,8;72; Utrecht;31-12-2021;12:30
5056;3;10,57;11,95;1,15;1,9;80; Den Haag ('s-Gravenhage);30-11-2021;12:30
5057;13;15,18;16,95;1,43;3,4;86; Den Haag ('s-Gravenhage);30-4-2021;12:30
5058;6;14,6;16,95;1,17;3;80; Nijmegen;30-6-2021;12:30
5059;8;9,57;10,95;0,81;3,1;55; Den Haag ('s-Gravenhage);30-4-2021;12:30
5060;11;12,37;13,95;1,11;2,9;76; Amsterdam;30-4-2021;8:30
5061;9;16,54;18,95;0,66;2,6;44; Breda;31-12-2021;12:30
5062;11;9,93;10,95;0,74;2,1;50; Tilburg;30-4-2021;12:30
5063;11;17,48;19,95;0,77;3;47; Breda;30-11-2021;8:30
5064;9;18,1;20,95;1,36;2,3;83; Utrecht;31-3-2021;8:30
5065;12;21,87;24,95;0,92;3,3;72; Tilburg;30-11-2021;8:30
5066;8;16,76;19,95;1,03;2,6;69; Rotterdam;31-3-2021;12:30
5067;11;21,21;23,95;1,15;2,5;78; Den Haag ('s-Gravenhage);30-9-2021;8:30
5068;5;21,42;24,95;1,23;3,5;91; Breda;31-12-2021;12:30
5069;10;12,59;13,95;1,05;3,5;79; Den Haag ('s-Gravenhage);30-9-2021;12:30
